MATRICULA,NOME,REPROVACOES_MAT_1,REPROVACOES_MAT_2,REPROVACOES_MAT_3,REPROVACOES_MAT_4,NOTA_MAT_1,NOTA_MAT_2,NOTA_MAT_3,NOTA_MAT_4,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
196491,Vitória Vanda Emoarn Poba,0,0,0,0,7.0,6.4,7.3,6.7,1.0,5,0,6,BOM
837787,Carolina de Trindade,0,0,0,0,6.3,6.5,5.8,5.2,1.0,3,0,3,REGULAR
592920,Zeca Junior Aingovic de Queiroz Schneider Júnior,0,0,0,0,6.4,4.7,6.0,5.1,1.0,6,3,1,REGULAR
747257,Eliomar Francielle Aeoão Fortes,0,0,0,0,7.2,5.9,9.1,6.5,0.0,17,6,2,BOM
384593,Luzia da Encarnação,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,4,2,DIFICULDADE
427098,Paula Selena de Oliva Pires,1,1,1,1,0.0,0.0,0.0,,1.0,4,0,3,DIFICULDADE
713071,Israel José Onoavic Mugisemu Rafumi Júnior,0,0,0,0,7.1,7.2,8.9,7.8,0.0,6,5,3,MUITO_BOM
883124,Maria Guoyu,0,0,3,3,5.2,4.5,0.0,0.0,1.0,2,0,7,DIFICULDADE
951487,Tatiane Soraya de Tavares,0,0,0,0,6.2,5.4,5.8,5.2,1.0,2,0,4,REGULAR
276300,Elói Dutra Trevisan Jangada Júnior,0,0,0,0,7.3,7.8,8.6,7.5,1.0,2,2,3,EXCELENTE
965506,Abílio Gomes,0,0,0,0,7.5,6.8,6.6,6.3,0.0,13,2,3,DIFICULDADE
624426,Flávia Pires,0,0,0,0,4.9,4.9,5.5,4.6,0.0,6,4,3,DIFICULDADE
256043,Violeta Okueyu de Santo Antônio,0,0,0,0,6.9,7.1,6.6,6.1,,9,6,3,BOM
597895,Eliomar Fontes,0,0,0,0,6.6,6.7,6.8,5.5,,2,0,7,BOM
377885,Fabrício Brasil Malo,0,0,0,0,5.6,6.1,7.5,6.1,,9,5,3,BOM
617880,Hellen Flui Maciel de Menezes,0,0,0,0,6.0,5.5,5.3,,1.0,2,2,6,REGULAR
417443,Oliver Trusleov Fisponin Milani,0,0,0,0,6.1,4.9,6.2,5.3,0.0,4,3,5,REGULAR
107508,Rodrigo Jason de Bezerra Taoly Penedo,0,0,0,0,6.3,5.5,4.5,5.8,1.0,7,2,6,REGULAR
141123,Maria Irnao Riaoson,0,0,1,1,6.5,5.3,0.0,0.0,,9,0,5,DIFICULDADE
485957,Mariana Laila Milani de Fernandes,0,0,0,0,7.4,6.9,7.6,6.2,,11,5,3,BOM
547352,Quênia Wanda Eaman,0,0,0,0,6.8,6.0,6.3,4.7,1.0,2,5,3,REGULAR
617254,Marcielle Lara Piymleov,0,0,0,0,7.1,6.7,5.9,5.9,0.0,3,0,3,REGULAR
676899,Dionísio Tlirnfuão Gomes,0,0,0,0,6.4,6.2,4.6,5.4,1.0,5,0,4,REGULAR
363000,Olívia Clara Valente,0,0,0,0,5.5,4.3,5.2,5.8,1.0,3,2,6,DIFICULDADE
757127,Heloísa Congynfibryn do Vale,0,0,0,0,6.4,6.1,6.2,6.0,1.0,9,2,3,REGULAR
276447,Wagner Nokigai de Souza,0,0,0,0,6.3,6.2,5.9,4.8,1.0,3,4,4,REGULAR
809948,Anne de São Pedro Nilinman,0,0,0,0,5.6,5.2,5.1,5.1,1.0,4,2,3,DIFICULDADE
634227,Liane Clotilde Tristão,0,0,0,0,5.4,5.4,6.2,5.0,,4,5,3,REGULAR
361741,Adílson de Lemes Tudres,0,0,0,0,5.8,6.2,5.1,5.5,0.0,4,5,3,REGULAR
299022,Luiz Gomes,0,0,0,0,5.5,4.5,7.0,5.6,0.0,5,0,8,BOM
434443,Túlio Pinto de Souza,0,0,0,0,6.2,4.6,5.9,4.3,,9,2,4,REGULAR
414756,Roberval dos Santos,0,0,0,0,6.8,8.1,6.6,6.0,,9,4,3,BOM
175285,Rute Eleriane de Malta,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,4,4,DIFICULDADE
739229,Gilmar Vumarn Elegalbo,0,0,0,0,6.2,5.7,5.0,,1.0,3,5,3,DIFICULDADE
776648,Joelma de Farias Cirezho Marques,0,0,0,0,6.1,4.9,4.5,4.9,,8,5,4,REGULAR
534405,Cibele Suzanne Ribeiro,1,3,3,1,0.0,0.0,0.0,0.0,0.0,5,5,7,DIFICULDADE
414310,Beto da Silva,0,0,0,0,6.5,6.2,6.0,6.6,0.0,8,3,3,REGULAR
800674,Beatriz da Gama,0,0,0,0,6.6,7.1,5.9,5.7,1.0,9,2,6,REGULAR
389369,Benjamin Oliver Gepezão Guedes,0,0,0,0,5.6,6.0,5.3,4.3,0.0,0,0,8,DIFICULDADE
310725,Breno Fernando de Lacerda Papihaku Júnior,0,0,0,0,7.2,7.6,5.5,6.5,0.0,8,5,3,REGULAR
432198,Lúcio Banhos de Vargas Neto,1,1,1,1,0.0,0.0,0.0,,1.0,1,3,5,DIFICULDADE
373348,Micael Gomes,1,1,3,3,0.0,0.0,0.0,0.0,0.0,6,0,2,DIFICULDADE
281642,Laerte Wesley de Trindade,0,0,0,0,6.4,6.3,6.3,5.0,,2,4,5,REGULAR
317412,Luzia Viuyjason de Godoy,0,0,0,0,6.6,6.1,5.9,5.4,0.0,3,0,8,REGULAR
974658,Mirian Assuiby,0,0,0,0,6.9,6.9,7.1,5.9,1.0,4,3,4,BOM
667179,Eva Rosângela Nitaeman de Cerqueira,0,0,0,0,6.7,6.6,5.4,5.7,0.0,6,1,7,REGULAR
336292,Damares do Amazonas de Novais,0,0,0,0,5.6,4.3,6.6,5.2,1.0,3,3,5,DIFICULDADE
318788,Filipe Joaquim Ondilzze Enowae,0,0,0,0,6.1,5.7,5.0,4.8,1.0,3,2,6,REGULAR
658996,Rosilda Ísis Rosa de Antunes,1,1,1,1,0.0,0.0,0.0,0.0,1.0,13,2,6,DIFICULDADE
372929,Hércules Buarque Neto,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
536990,Nicolau de Lima Ribeiro,0,0,0,0,6.2,6.1,7.1,5.1,1.0,5,4,4,BOM
403129,Silvair Jangada,0,0,0,0,6.7,7.6,7.2,5.0,1.0,6,4,4,BOM
536483,Cristiano de Mello Triomson Pires,0,0,0,0,5.8,6.6,7.3,5.6,1.0,4,5,3,DIFICULDADE
836710,Dilma de Peres das Neves,0,0,0,0,7.2,7.4,7.6,5.6,0.0,22,4,2,BOM
414603,Dina Penedo,0,0,0,0,7.1,7.1,7.4,6.5,0.0,17,2,6,BOM
132708,Flávio Valter de Paula da Silva,1,1,1,1,0.0,0.0,0.0,,1.0,5,4,6,DIFICULDADE
239663,Graziele Vera dos Santos Rossi,3,3,1,1,0.0,0.0,0.0,0.0,0.0,5,2,6,DIFICULDADE
660416,Miguel da Costa,0,0,0,0,8.0,7.5,8.4,7.0,0.0,25,6,1,MUITO_BOM
780739,Artur Anderson de Oliveira d'Ávila Júnior,1,1,3,1,0.0,0.0,0.0,0.0,0.0,5,0,5,DIFICULDADE
798758,Marlene Maísa Martinez,1,3,1,1,0.0,0.0,0.0,0.0,1.0,8,0,3,DIFICULDADE
691593,Laércio Fábio Nori Júnior,0,0,0,0,5.6,6.1,5.3,4.7,1.0,7,4,4,REGULAR
822537,Sérgio Kauê Chiroriri,0,0,0,0,6.0,6.6,5.1,5.4,,0,2,6,REGULAR
699009,Janete Herrera Mouã,0,0,0,0,6.3,6.3,5.8,5.4,,15,6,2,REGULAR
412280,Aline Otávia de Pereira Ceme,0,0,0,0,6.7,6.7,4.7,4.3,1.0,3,4,2,REGULAR
133946,Márcia Leila Gari dos Santos,0,0,0,0,6.8,6.9,6.3,,1.0,4,4,2,REGULAR
580452,Cristiano da Silva de Farias,0,0,0,0,6.5,6.6,4.7,5.5,,8,0,8,DIFICULDADE
206702,Hamilton Souto,0,0,0,0,6.3,6.1,6.1,5.7,1.0,5,4,3,DIFICULDADE
249902,Zenaide de Ferreira,0,0,0,0,6.7,5.9,5.5,6.0,1.0,2,1,6,REGULAR
237218,Milene Ivete de Britto Nunes,0,0,0,0,6.2,6.3,6.9,5.8,1.0,0,1,5,BOM
503753,Antônio Reginaldo Fiji do Nascimento,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,5,5,DIFICULDADE
433873,David Osório de Oliveira,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,3,DIFICULDADE
742633,Emílio da Silva Esom,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,2,6,DIFICULDADE
257899,Celeste Manuela de Souza,0,0,0,0,6.6,7.0,6.2,6.6,1.0,5,4,5,REGULAR
119981,Charles Reinaldo de Guimarães,0,0,0,0,6.5,4.9,7.0,6.3,1.0,5,0,3,BOM
813097,Patrícia Eliomar de Santana Schneider,0,0,0,0,6.6,5.3,5.0,5.3,,4,7,1,DIFICULDADE
756113,Alisson Olemã de Pereira,0,0,0,0,7.6,7.5,7.8,7.3,0.0,12,5,4,BOM
138414,Jeniffer Rosilda da Silva de Assunção,0,0,0,0,6.5,5.7,6.0,,0.0,12,5,2,REGULAR
846074,Lara de Pereira Unizvym,0,0,0,0,6.0,6.0,5.8,,1.0,4,5,3,REGULAR
654359,Ricardo Jangada,0,0,0,0,5.5,6.3,5.0,5.8,1.0,4,4,5,REGULAR
425303,Eva de Barboza,1,1,3,1,0.0,0.0,0.0,0.0,1.0,9,2,3,DIFICULDADE
448519,Zulmira Tábata de Novais,0,0,0,0,6.4,6.8,7.9,6.7,,3,2,5,BOM
264608,José de Souza,0,0,0,0,6.6,6.5,7.6,,1.0,2,3,6,BOM
247337,Leopoldo Gustavo Rodrigues de Pereira,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,0,2,DIFICULDADE
847196,Batista de Alvim,0,0,0,0,7.1,6.5,5.4,5.6,,3,5,3,REGULAR
986833,Gustavo Dias de Barbosa,0,0,0,0,6.2,6.0,6.7,4.9,1.0,14,3,3,BOM
656366,Jack Edinaldo Nin Iltaz,0,0,0,0,5.8,6.0,5.1,,,1,2,6,REGULAR
190402,Carolina Suely Cibialman da Conceição,0,0,0,0,7.2,4.8,5.9,5.9,,9,5,2,REGULAR
803029,Mônica Rodrigues de Souza,1,1,3,1,0.0,0.0,0.0,0.0,1.0,11,1,7,DIFICULDADE
221465,Maria Kelly de Monteiro,0,0,0,0,7.6,8.1,8.6,7.2,1.0,18,6,3,EXCELENTE
766040,Marcielle Zulmira de Cabral,0,0,0,0,6.4,5.5,6.4,,0.0,16,3,1,DIFICULDADE
624127,Hélio de Almeida,0,0,0,0,6.6,7.7,4.9,,,4,2,3,REGULAR
428025,Roseli Michele Doya Joas,0,0,0,0,6.6,7.0,8.0,,0.0,13,7,2,BOM
876984,Flaviana Ateje,0,0,1,1,5.6,5.9,0.0,0.0,1.0,4,3,3,DIFICULDADE
780632,Alan de Madureira Paim,0,0,0,0,6.9,7.5,6.9,5.9,1.0,14,5,1,BOM
479584,Samuel de Lacerda,0,0,0,0,6.0,5.2,6.1,4.7,1.0,5,0,3,REGULAR
148373,Emílio Milani,1,1,0,0,0.0,0.0,6.3,6.6,0.0,9,0,2,DIFICULDADE
119382,Fábio de Sampaio Júnior,0,0,0,0,6.1,5.4,5.4,5.7,1.0,6,3,3,DIFICULDADE
355952,Léia Polquoã Lasis,0,0,0,0,7.0,6.0,8.2,,0.0,12,2,5,BOM
288064,Marcielle de Cardoso,0,0,0,0,6.4,6.5,5.8,5.4,1.0,2,5,5,REGULAR
992474,Wilma Rosimeire Fue de Britto,0,0,0,0,7.1,7.1,8.8,7.0,1.0,2,3,3,BOM
565489,Suzanne Vorason da Serra,0,0,0,0,7.1,7.5,7.4,7.3,1.0,9,5,2,MUITO_BOM
100274,Cristina Valente de Souza,0,0,0,0,7.7,7.5,8.0,5.9,1.0,5,5,4,BOM
605197,Fabiana Carolina do Prado da Silva,0,0,0,0,6.7,6.8,5.9,6.4,0.0,5,2,3,REGULAR
348679,Marcos de Pereira,0,0,0,0,7.1,7.0,7.6,6.4,1.0,10,2,6,BOM
147432,Vitória de Macedo,3,1,1,1,0.0,0.0,0.0,0.0,1.0,9,5,2,DIFICULDADE
652779,Fred do Paraná,0,0,0,0,5.2,6.1,6.6,6.4,1.0,5,2,6,BOM
425315,Shirley da Graça Ribeiro de Morais,0,0,0,0,6.6,6.8,6.6,4.8,1.0,5,3,6,BOM
179433,Dina de Ferraz,0,0,0,0,6.8,6.9,6.2,5.9,0.0,2,6,1,REGULAR
156052,Bernadete Jussara Shinem Godasson,0,0,0,0,5.3,5.3,5.5,6.3,1.0,1,2,6,REGULAR
986770,Ingrid Lilian de Salgado da Paixão,0,0,0,0,6.7,6.2,6.0,,1.0,5,2,6,DIFICULDADE
212250,Wilma Reoarnan,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,2,6,DIFICULDADE
784840,Vanda Genir de Souza,0,0,0,0,6.4,5.5,8.2,7.1,1.0,3,2,6,DIFICULDADE
390071,Keyla Wamiroda de Padilha Buarque,0,0,0,0,6.3,4.2,5.4,4.9,,4,0,5,REGULAR
245268,Márcia de Alvarenga,3,1,1,1,0.0,0.0,0.0,0.0,0.0,13,2,5,DIFICULDADE
750010,Rivaldo Gupremson de Barbosa,0,0,0,0,7.0,7.4,8.3,7.0,1.0,6,4,2,MUITO_BOM
530699,Nicolau Roberto Prauman de Cerqueira Couto,0,0,1,1,4.6,4.6,0.0,,0.0,3,4,7,DIFICULDADE
543243,Amélia Beatriz Gekishi,0,0,0,0,6.8,6.8,8.4,7.4,1.0,13,3,3,BOM
109139,Isac Jaziel Eussoz Júnior,0,0,0,0,6.0,6.3,6.3,5.3,1.0,3,5,3,REGULAR
874689,Sara Aline Borba,0,0,0,0,6.1,5.8,5.6,5.0,0.0,3,3,2,REGULAR
170875,Plínio Leyn,0,0,0,0,5.3,5.3,6.9,4.9,1.0,4,5,4,BOM
286202,Soraya Negrão,3,1,3,1,0.0,0.0,0.0,,1.0,7,6,3,DIFICULDADE
271597,Leandro Câmara de Borges,0,0,0,0,7.0,5.9,5.1,5.5,,4,3,6,REGULAR
155449,Hilton Fabrício da Silva de Lemos,0,0,0,0,5.6,5.5,6.1,5.8,0.0,2,5,4,REGULAR
162531,Aurélio Ilpiu,0,0,0,0,6.9,6.6,4.9,4.5,1.0,5,2,6,REGULAR
820152,Jack de Oliveira Neto,0,0,0,0,7.6,7.3,5.8,6.1,0.0,15,5,3,REGULAR
282302,Dara Leni de Barbosa,0,0,0,0,6.3,6.2,5.0,4.3,1.0,5,0,4,REGULAR
185742,Simone de Miranda Arno,0,0,0,0,4.7,5.1,5.0,,,3,2,7,DIFICULDADE
732480,Jaziel Araeplol,1,1,1,1,0.0,0.0,0.0,0.0,0.0,17,5,3,DIFICULDADE
524385,Rafaela de Toledo,0,0,0,0,5.7,5.6,5.9,5.5,1.0,1,2,6,REGULAR
694936,Danielle Daiane Valente,0,0,0,0,5.2,5.2,5.1,5.2,1.0,2,3,3,DIFICULDADE
933574,Danielle Zetatoru,0,0,0,0,6.8,6.9,6.5,6.6,0.0,5,2,6,REGULAR
718323,Marco Benedito Jangada Eskolias,0,0,0,0,5.6,5.9,5.2,,,3,0,8,DIFICULDADE
394191,Osvaldo de Azevedo da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,3,3,6,DIFICULDADE
743305,Elisângela Ackan,0,0,0,0,6.2,5.6,6.2,5.0,1.0,9,3,4,REGULAR
503849,Jack Wilson dos Santos Vamijas Terceiro,0,0,1,1,6.1,5.7,0.0,,1.0,5,3,5,DIFICULDADE
709212,Ariel Ísis On Jimete Ramu,0,0,0,0,6.2,6.1,5.3,,0.0,2,0,6,REGULAR
291555,Everaldo Jacinto Magubiso Pogoson,0,0,3,3,7.3,7.8,0.0,0.0,,6,2,3,REGULAR
530979,Osvaldo de Medeiros Oasain Terceiro,0,0,0,0,5.9,4.9,6.1,5.2,1.0,2,1,3,DIFICULDADE
243717,Eugênio de Souza Yumihoke,3,3,1,1,0.0,0.0,0.0,0.0,1.0,7,5,3,DIFICULDADE
964468,Graziele Abigail de Britto,0,0,0,0,6.5,6.3,6.3,5.7,1.0,12,6,3,REGULAR
973083,Márcio de Ayres Sanches,0,0,0,0,7.9,6.9,8.2,7.3,0.0,4,5,3,BOM
488529,Luzia de Gimenes Gomes,0,0,0,0,7.1,7.3,7.1,6.7,1.0,3,1,6,BOM
361369,Mariana Janaína da Silva Câmara,1,1,1,3,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
887699,Lili Karin de Figueira,0,0,0,0,6.9,6.2,6.4,6.1,1.0,5,5,2,REGULAR
813188,Berenice do Espírito Santo de Martins,1,3,3,1,0.0,0.0,0.0,0.0,,2,7,3,DIFICULDADE
498874,Talita Cláudia da Costa,0,0,0,0,7.2,7.2,9.1,7.5,1.0,4,4,3,BOM
876086,Benjamin Valverde de Brandão Weiss,3,3,1,1,0.0,0.0,0.0,0.0,1.0,6,4,3,DIFICULDADE
521581,Sebastião Manoel Rangel,0,0,0,0,7.4,7.4,5.1,5.6,1.0,3,2,6,REGULAR
878198,Ezequiel Jason Mololali de Carvalho da Paraíba Júnior,0,0,1,1,6.7,6.2,0.0,0.0,1.0,2,7,3,DIFICULDADE
578261,Tatiana Vívian de Carvalho Ueman,0,0,0,0,4.6,5.4,5.6,4.9,,5,2,6,DIFICULDADE
941717,Cássia Broca Guerra,0,0,0,0,6.3,5.7,6.9,,1.0,0,2,6,BOM
901383,Abigail Lana dos Santos da Silva Ezfae,0,0,0,0,6.5,6.2,5.1,5.2,,6,3,6,REGULAR
609606,Abílio Bernardo do Nascimento,0,0,0,0,7.2,7.0,7.7,,1.0,7,2,4,BOM
282145,Patrícia de Matos dos Santos,0,0,0,0,6.6,7.0,5.6,5.8,,3,1,7,REGULAR
767522,Rita Luzinete de Uchôa Poscengazezã,0,0,0,0,6.4,5.5,5.8,5.8,,5,5,3,REGULAR
879348,Cláudia Laila de Figueiredo,0,0,1,3,5.7,4.5,0.0,0.0,,3,3,6,DIFICULDADE
316862,Jéssica Olímpia Borba de Carvalho,1,1,3,3,0.0,0.0,0.0,0.0,1.0,7,2,5,DIFICULDADE
942163,Sheila Denise da Silva,0,0,0,0,6.1,5.2,6.2,4.9,0.0,12,5,2,REGULAR
982355,Jair de Iglesias Seixas Pila,1,1,0,0,0.0,0.0,4.6,5.8,1.0,3,1,6,DIFICULDADE
188946,Suzana Diana de Pacheco Seixas,0,0,0,0,7.3,7.5,8.8,,,10,5,2,BOM
858576,Nayara dos Reis,0,0,0,0,6.8,6.5,5.6,5.6,1.0,3,2,6,MUITO_BOM
526359,Wendy Marilúcia de Souza Anepol,0,0,0,0,6.6,6.5,8.1,6.5,1.0,16,5,3,BOM
826797,Ivete Cavalcante de Pereira,0,0,0,0,6.2,5.5,6.2,,,13,7,3,REGULAR
508823,Jussara Brenda Ioleson Ozura da Silva,0,0,0,0,6.2,4.6,5.7,5.3,1.0,1,1,6,REGULAR
788896,Táles Hildebrando de Alencar,3,1,1,1,0.0,0.0,0.0,0.0,,5,2,6,DIFICULDADE
418366,Artur Carlos Flive de Toledo Neto,0,0,1,3,7.3,7.0,0.0,,1.0,10,2,3,DIFICULDADE
486236,Albina Rosângela de Paiva Puvi,0,0,0,0,6.4,4.3,5.2,5.5,1.0,6,5,3,REGULAR
625695,Bento Alisson Eliz Onconan,0,0,0,0,6.2,6.1,5.7,5.0,0.0,5,5,3,REGULAR
761130,Francisco Marcos dos Santos Richina,0,0,0,0,6.5,5.8,6.2,4.9,1.0,3,2,3,REGULAR
248075,Evelyn Jéssica Iaman,0,0,0,0,6.1,6.7,6.2,5.4,1.0,2,1,7,REGULAR
761258,Cibele Valéria Rodrigues de Lima,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,2,6,DIFICULDADE
182304,Tatiane de Mello,0,0,0,0,7.4,7.1,7.7,6.6,1.0,9,5,5,BOM
580564,Zeca Barroso,0,0,0,0,7.1,7.0,5.7,6.8,0.0,2,7,4,REGULAR
542549,Úrsula Ecrufa,0,0,0,0,7.0,6.8,7.8,6.2,,4,5,3,BOM
447132,Aécio Ney dos Santos,0,0,0,0,5.3,4.8,5.1,5.0,1.0,17,5,3,REGULAR
430704,Hilda Mariana de Simões Eison,1,1,1,1,0.0,0.0,0.0,0.0,,13,2,3,DIFICULDADE
579894,Michel Igor Todofeneã de Freitas,0,0,0,0,7.2,7.6,7.5,7.0,1.0,5,2,3,BOM
802654,Adriano Cauê Gomes Desonom,0,0,0,0,6.0,5.8,5.0,5.4,,17,6,2,REGULAR
973647,Mel Tatiane de Souza,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,4,2,DIFICULDADE
796022,Felícia de Ortiz Ulae,0,0,0,0,7.5,7.7,4.8,7.2,1.0,13,3,1,REGULAR
754488,Jeferson de Melo Nyalale Valente,0,0,0,0,6.9,7.3,7.3,6.8,0.0,10,1,3,BOM
297526,Cíntia Thaíssa Mou,0,0,0,0,6.9,7.3,6.4,6.3,0.0,5,2,5,REGULAR
285311,Fabiana da Nóbrega Pinhão,0,0,0,0,7.1,6.6,5.8,6.9,,4,0,4,REGULAR
127880,Artur de Torquato,0,0,0,0,4.8,5.1,4.8,5.4,,3,2,6,REGULAR
938645,Cristiane Apioason Paim,0,0,0,0,5.5,5.3,5.8,5.2,1.0,12,3,3,REGULAR
499025,Wellington de Barbosa Fommiquana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,5,2,7,DIFICULDADE
770441,Itamara Gaglosuson,0,0,0,0,6.5,6.6,5.8,,1.0,4,2,1,REGULAR
463027,Tiago Márcio Colidro de Campos,0,0,0,0,5.5,5.9,5.7,5.1,,3,2,5,REGULAR
735697,José de Pereira,0,0,0,0,6.0,4.9,5.0,4.7,1.0,2,5,5,REGULAR
647630,Osvaldo Plínio de Almeida Rieman,0,0,0,0,5.7,5.9,7.6,6.2,1.0,5,5,3,BOM
304143,Toninho Francisco dos Santos,0,0,0,0,7.3,7.2,7.6,6.6,0.0,19,6,1,BOM
721162,Jeferson Juliano de Barbosa,0,0,0,0,6.8,7.0,7.7,7.3,1.0,4,5,3,MUITO_BOM
568086,Willian Álvaro da Silva Uzucy,0,0,0,0,4.7,5.2,5.2,4.6,1.0,2,5,8,REGULAR
456775,Félix Edeson,1,1,1,1,0.0,0.0,0.0,0.0,1.0,14,5,2,DIFICULDADE
440928,Edu de Castro,0,0,0,0,6.8,7.2,6.0,,1.0,2,6,2,REGULAR
655153,Matheus Ricardo de Muniz,0,0,0,0,6.5,6.2,7.2,4.8,1.0,17,0,2,DIFICULDADE
409540,Antônio Ribeiro de Machado Milani,0,0,0,0,6.4,6.9,5.7,5.7,1.0,8,2,5,REGULAR
362315,Giovanni Manoel Backom,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,3,DIFICULDADE
818992,Clara Lebirn de Oliveira,1,1,1,3,0.0,0.0,0.0,,1.0,8,0,3,DIFICULDADE
501683,Alana Mayra de Magalhães,0,0,0,0,6.7,5.6,5.3,5.0,1.0,5,0,6,REGULAR
864918,Jéssica Celeste Frivoleão,0,0,0,0,6.8,4.8,6.8,6.4,1.0,9,4,2,BOM
243399,Violeta Rafaela de Junqueira Vocau,0,0,0,0,6.6,6.8,4.6,5.2,,7,1,8,REGULAR
988185,Josiel João de Barbosa,0,0,0,0,6.1,5.0,4.6,4.7,,5,1,7,REGULAR
655128,Suely de Mendonça,0,0,0,0,6.7,6.8,7.6,6.0,0.0,5,3,4,BOM
394659,Hilton Elano de Alencar Gepysvic,0,0,0,0,6.5,5.4,6.5,5.3,1.0,3,0,4,REGULAR
456546,Márcia Virnedaler,1,1,1,1,0.0,0.0,0.0,,1.0,4,3,5,DIFICULDADE
940639,Amélia Denise Branco,0,0,0,0,5.5,5.6,5.0,4.4,1.0,3,4,4,DIFICULDADE
782301,Valéria Trinoe Maciel de Lima,0,0,0,0,5.0,5.8,5.4,5.7,1.0,1,1,3,REGULAR
642720,Ricardo Najimega Ebolenão,0,0,0,0,4.9,5.9,4.6,5.9,1.0,2,2,6,DIFICULDADE
557766,Eva Marielle Yumapako,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,2,6,DIFICULDADE
401603,Nair Jenny Zude Irnvi da Silva,0,0,0,0,7.2,6.9,7.1,4.9,,4,1,3,BOM
501972,Rita Boerncre Frias,0,0,0,0,6.7,5.7,7.6,5.8,1.0,6,4,3,BOM
154782,Thaíssa Hellen Usshen de Barbosa,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,5,3,DIFICULDADE
240867,Eliane Manuela de Toledo,0,0,0,0,6.6,6.2,7.1,5.5,1.0,0,0,5,BOM
873890,Cléber Severino Ribeiro,0,0,0,0,6.4,5.8,5.8,,1.0,10,5,3,REGULAR
174182,Juliano Romildo Idezson,1,1,1,1,0.0,0.0,0.0,0.0,1.0,10,7,3,DIFICULDADE
637281,Ingrid Raiane de Souza Mendes Preto,0,0,0,0,4.2,5.1,6.3,5.4,,3,1,5,DIFICULDADE
404186,Ricardo Ononmasovic,0,0,0,0,7.7,6.9,8.1,7.4,1.0,12,6,1,BOM
195914,Willian Mubame Júnior,0,0,0,0,6.9,7.1,5.1,5.3,1.0,7,4,2,REGULAR
564907,Eustáquio Simão dos Reis,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,3,DIFICULDADE
541988,Fernando Eduardo da Silva Júnior,0,0,0,0,6.1,5.9,5.9,5.2,1.0,5,2,3,REGULAR
802330,Adriana Regido,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,0,5,DIFICULDADE
762491,Tábata de Carvalho da Cunha,0,0,0,0,6.9,6.9,4.8,6.7,0.0,12,7,1,REGULAR
123201,Nicole Carla Ypezfikruvic,0,0,0,0,6.5,6.2,5.9,6.1,1.0,4,0,6,REGULAR
805891,Olímpia Otospamo de Souza,0,0,0,0,5.7,6.0,4.6,6.0,1.0,2,4,2,REGULAR
291199,Anna Yochiza,0,0,0,0,6.6,6.3,5.3,,,16,6,3,REGULAR
136519,Mayara Olívia de Melo da Silva,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
709724,Dilma Lomisa,0,0,0,0,6.6,6.6,5.0,5.8,1.0,4,4,3,REGULAR
587561,Sílvia Kátia Ispo,0,0,0,0,6.5,6.2,5.8,,,4,2,6,REGULAR
848038,Selma Rafaela dos Santos Wucewe,0,0,0,0,6.1,5.5,4.6,,1.0,6,1,6,DIFICULDADE
645213,Juan Miguel Ekua Portugal,0,0,0,0,6.9,6.6,7.7,,1.0,7,3,3,BOM
307297,Amarildo de Mendonça,0,0,0,0,8.2,8.4,9.5,7.4,0.0,7,4,3,EXCELENTE
992351,Wilson Bruno Gomes,0,0,1,1,6.1,6.9,0.0,0.0,1.0,6,2,3,DIFICULDADE
694568,Vera Vívian Bobie,0,0,0,0,7.1,6.9,5.6,,0.0,4,4,3,REGULAR
608504,Vinícius Murilo Imyel de Amorim,0,0,0,0,5.8,4.9,5.2,4.5,1.0,2,5,2,DIFICULDADE
195815,Adriana de Amorim,0,0,0,0,7.4,6.8,6.5,4.8,0.0,4,5,4,REGULAR
980696,Gabriela de Azevedo,0,0,0,0,5.7,6.0,5.1,,1.0,3,3,5,REGULAR
310002,Marciane Shirley Weber,0,0,0,0,5.8,6.1,6.2,5.1,0.0,2,4,3,REGULAR
810996,Cássia Luciana de Barbosa,0,0,0,0,7.7,7.5,7.8,6.5,0.0,9,3,2,MUITO_BOM
542277,Leonardo Demilson da Silva de Abreu Zubimere,1,1,1,1,0.0,0.0,0.0,0.0,,4,5,3,DIFICULDADE
